"nome","marca","referencia","categoria","subcategoria","genero","faixa_etaria","tipo_produto","preco","preco_pix","tamanhos_disponiveis","cores_disponiveis","descricao","link","imagem_url","em_estoque","em_liquidacao"
"Sapatênis Molekinho 2631.203 Monaco Elástico","Molekinho","2384399-MARINHO488NEO","Baby Menino","Sapatenis","Unissex Baby","Baby","Tênis","99.90","94.91","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","MARINHO 488/NEO","Visual Funcional O cabedal liso com costuras marcadas traz um design discreto e prático para o dia a dia. O acabamento em napa sintética fosca confere um toque moderno, sem abrir mão da simplicidade que favorece o uso frequente. Calce Rápido O sistema sem cadarço conta com elástico firme no peito do pé, permitindo que a criança calce o modelo sozinha com facilidade. Essa estrutura mantém o ajuste seguro e evita aberturas indesejadas durante o uso. Leveza e conforto A sola branca contrastante,...","https://www.chinelarialeilaneneves.com.br/sapatenis-molekinho-2631-203-monaco-elastico-marinho-488-neo","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/09/produto/11677/03-sapatenis-molekinho-2631-203-monaco-elastico.png?ims=290x290","true","false"
"Sapatênis Molekinho Baby 2623.123 Napa Floter","Molekinho","2507139-preto","Baby Menino","Sapatenis","Unissex Baby","Baby","Tênis","129.90","123.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","preto","Conforto Pensado especialmente para os pés delicados dos bebês, o sapatênis conta com interior macio e acolchoado, proporcionando uma sensação agradável durante todo o uso. A palmilha confortável ajuda a absorver impactos leves, enquanto o solado flexível permite movimentos naturais e seguros, auxiliando no desenvolvimento da coordenação motora. O fechamento em cadarço garante um ajuste firme e confortável, mantendo o pé bem posicionado sem apertar. Estilo Com visual inspirado nos sapatênis a...","https://www.chinelarialeilaneneves.com.br/sapatenis-molekinho-2623-123-napa-floter-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/01/produto/12623/01-sapatenis-molekinho-baby-2623-123-napa-floter.png?ims=290x290","true","false"
"Tenis Led Baby Molekinho 2620.125 Boston","Molekinho","2587288-83463pretolaranja","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","149.90","142.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","83463 preto/laranja","Luzes no solado para acompanhar cada passo.","https://www.chinelarialeilaneneves.com.br/tenis-led-molekinho-2620-125-boston-83463-preto-laranja","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14911/01-tenis-led-baby-molekinho-2620-125-boston.png?ims=290x290","true","false"
"Tenis Led Baby Molekinho 2634.116 fl ru ne","Molekinho","2587283-15860pretopretove","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","134.99","128.24","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","15860 preto/preto ve","Tecnologia Slip On O modelo possui estrutura sem cadarço tradicional, utilizando uma faixa elástica que facilita o calce. Esse sistema ajuda a tornar o processo mais rápido e prático, permitindo que a criança coloque e retire o tênis com mais facilidade. Cabedal Respiravel A parte superior do calçado combina materiais que ajudam na ventilação interna. Isso contribui para maior conforto durante o uso prolongado, auxiliando na sensação de frescor durante caminhadas e brincadeiras. Leveza O sola...","https://www.chinelarialeilaneneves.com.br/tenis-led-molekinho-2634-116-fl-ru-ne-15860-preto-preto-ve","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/03/produto/14921/01-tenis-led-baby-molekinho-2634-116-fl-ru-ne.png?ims=290x290","true","false"
"Tenis Molekinho 2641.105 Rustico Neo","Molekinho","2393615-carameloneo","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","149.90","142.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","10396 branco off/denim | 72736 caramelo | caramelo neo","Conforto O Tênis Molekinho 2641.105 Rústico Neo foi desenvolvido para oferecer o máximo de conforto aos pés das crianças. Seu interior é acolchoado, com palmilha macia que proporciona bem-estar mesmo após horas de uso. A estrutura leve e flexível garante liberdade de movimento e suavidade ao caminhar. Versatilidade e Calce fácil Perfeito para acompanhar o ritmo ativo das crianças, esse modelo combina com diferentes ocasiões, desde o ambiente escolar até passeios casuais. O design moderno e fu...","https://www.chinelarialeilaneneves.com.br/tenis-molekinho-2641-105-rustico-neo-caramelo-neo","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/01/produto/12664/13-tenis-molekinho-2641-105-rustico-neo.png?ims=290x290","true","false"
"Tenis Molekinho 2641.105 Rustico Neo","Molekinho","2393615-10396brancooffdenim","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","149.90","142.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","10396 branco off/denim | 72736 caramelo | caramelo neo","Conforto O Tênis Molekinho 2641.105 Rústico Neo foi desenvolvido para oferecer o máximo de conforto aos pés das crianças. Seu interior é acolchoado, com palmilha macia que proporciona bem-estar mesmo após horas de uso. A estrutura leve e flexível garante liberdade de movimento e suavidade ao caminhar. Versatilidade e Calce fácil Perfeito para acompanhar o ritmo ativo das crianças, esse modelo combina com diferentes ocasiões, desde o ambiente escolar até passeios casuais. O design moderno e fu...","https://www.chinelarialeilaneneves.com.br/tenis-molekinho-2641-105-rustico-neo-10396-branco-off-denim","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/06/produto/9484/01-tenis-molekinho-2641-105-rustico-neo.png?ims=290x290","true","false"
"Tenis Molekinho 2641.105 Rustico Neo","Molekinho","2393615-72736caramelo","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","149.90","142.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","10396 branco off/denim | 72736 caramelo | caramelo neo","Conforto O Tênis Molekinho 2641.105 Rústico Neo foi desenvolvido para oferecer o máximo de conforto aos pés das crianças. Seu interior é acolchoado, com palmilha macia que proporciona bem-estar mesmo após horas de uso. A estrutura leve e flexível garante liberdade de movimento e suavidade ao caminhar. Versatilidade e Calce fácil Perfeito para acompanhar o ritmo ativo das crianças, esse modelo combina com diferentes ocasiões, desde o ambiente escolar até passeios casuais. O design moderno e fu...","https://www.chinelarialeilaneneves.com.br/tenis-molekinho-2641-105-rustico-neo-72736-caramelo","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/06/produto/9491/08-tenis-molekinho-2641-105-rustico-neo.png?ims=290x290","true","false"
"Tenis Molekinho 2645.200 Led Rust Neo","Molekinho","2393617-40589marinhomarinho","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","139.90","132.91","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","40589 marinho/marinho","Conforto O Tênis Molekinho 2645.200 Led Rust Neo oferece conforto ideal para o dia a dia das crianças. Seu interior é acolchoado e macio, proporcionando sensação agradável aos pés durante longos períodos de uso. Além disso, ele é leve e não causa incômodos, mesmo em atividades mais intensas. Versatilidade e Calce fácil Esse modelo combina estilo e praticidade, podendo ser usado em diversas ocasiões — desde passeios casuais até momentos de lazer. Possui fechamento em elástico, permitindo um ca...","https://www.chinelarialeilaneneves.com.br/tenis-molekinho-2645-200-led-rust-ne-40589-marinho-marinho","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/06/produto/9473/01-tenis-molekinho-2645-200-led-rust-neo.png?ims=290x290","true","false"
"Tênis Kids Mimo Flex 006.019","Mimoflex","2400127-045marinhocinza","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","69.99","66.49","20 | 21 | 22 | 23 | 24 | 25 | 26","039 preto/grafite | 045 marinho/cinza","Conforto O Tênis Kids Mimo Flex 006.019 foi desenvolvido com foco no bem-estar das crianças. Sua palmilha macia e estrutura flexível proporcionam uma pisada confortável e segura. Ideal para o dia a dia, ele acompanha os pequenos com leveza em todos os momentos. Versatilidade Esse modelo combina com diferentes estilos e ocasiões, sendo uma ótima escolha tanto para a escola quanto para passeios e brincadeiras. Pode ser usado com calça, bermuda ou até mesmo com roupas mais arrumadas. É um tênis ...","https://www.chinelarialeilaneneves.com.br/tenis-kids-mimo-flex-006-019-045-marinho-cinza","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/07/produto/10030/05-tenis-kids-mimo-flex-006-019.png?ims=290x290","true","false"
"Tênis Kids Mimo Flex 006.019","Mimoflex","2400127-039pretografite","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","69.99","66.49","20 | 21 | 22 | 23 | 24 | 25 | 26","039 preto/grafite | 045 marinho/cinza","Conforto O Tênis Kids Mimo Flex 006.019 foi desenvolvido com foco no bem-estar das crianças. Sua palmilha macia e estrutura flexível proporcionam uma pisada confortável e segura. Ideal para o dia a dia, ele acompanha os pequenos com leveza em todos os momentos. Versatilidade Esse modelo combina com diferentes estilos e ocasiões, sendo uma ótima escolha tanto para a escola quanto para passeios e brincadeiras. Pode ser usado com calça, bermuda ou até mesmo com roupas mais arrumadas. É um tênis ...","https://www.chinelarialeilaneneves.com.br/tenis-kids-mimo-flex-006-019-039-preto-grafite","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/07/produto/10026/01-tenis-kids-mimo-flex-006-019.png?ims=290x290","true","false"
"Tênis Klin 453.106 Walk Baby","Klin","2383895-WALKBRANCOMARINHOVERME","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","127.90","121.51","15 | 16 | 17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26 | 27","WALK BRANCO/MARINHO/VERME","Prático e Seguro O modelo conta com dois fechos em tiras de velcro, que facilitam o calce e garantem ajuste firme no pé da criança, ideal para o uso diário com autonomia e praticidade+. Conforto Com interior acolchoado e palmilha macia, o tênis oferece conforto ao longo do dia. A estrutura é leve e flexível, ideal para acompanhar os movimentos naturais dos primeiros passos. Solado firme A sola emborrachada com detalhe vermelho tem ótima aderência e contribui para a segurança ao andar, evitand...","https://www.chinelarialeilaneneves.com.br/tenis-klin-453-106-walk-baby-walk-branco-marinho-verme","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/09/produto/11666/04-tenis-klin-453-106-walk-baby.png?ims=290x290","true","false"
"Tênis Molekinho 0247 Neoplex Velcro","Molekinho","2384342-MARINHO488MARINHOBRANC","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","69.90","66.41","03-04 | 04-06 | 06-08 | 08-10","MARINHO 488/MARINHO BRANC","Conforto A parte interna é acolchoada, ajudando a proteger os pés durante as fases de desenvolvimento. O material macio oferece bem-estar em todos os movimentos, sem apertar ou incomodar. Fechamento funcional O modelo conta com dois tiras em velcro que facilitam o calce e garantem um ajuste rápido e firme. Uma escolha prática para o uso diário, permitindo que os pequenos tenham mais autonomia ao calçar. Design Versátil Com visual moderno em azul marinho e detalhes em branco no solado, o model...","https://www.chinelarialeilaneneves.com.br/tenis-molekinho-0247-neoplex-lin-marinho-488-marinho-branc","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/09/produto/11689/01-tenis-molekinho-0247-neoplex-velcro.png?ims=290x290","true","false"
"Tênis Molekinho 2147-113 Calce Fácil Napa Floather","Molekinho","2384343-16805PRETOBABY","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","89.90","85.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","15860 preto/preto | 16805 PRETO/BABY | 90448 RUSTICO/NEON","Calce fácil O modelo slip-on dispensa cadarço ou velcro. Basta encaixar o pé e pronto. A elasticidade ao redor da abertura permite um ajuste firme sem apertar, facilitando o uso tanto para a criança quanto para os adultos no momento de calçar. Conforto acolchoado A parte interna conta com forro macio e estrutura leve, pensada para os pés delicados dos pequenos. A base firme ajuda a manter o equilíbrio, enquanto a parte superior se molda ao formato do pé com suavidade. Design Versátil O design...","https://www.chinelarialeilaneneves.com.br/tenis-molekinho-2147-113-napa-floter-16805-preto-baby","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/09/produto/11683/07-tenis-molekinho-2147-113-calce-facil-napa-floather.png?ims=290x290","true","false"
"Tênis Molekinho 2147-113 Calce Fácil Napa Floather","Molekinho","2384343-90448RUSTICONEON","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","89.90","85.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","15860 preto/preto | 16805 PRETO/BABY | 90448 RUSTICO/NEON","Calce fácil O modelo slip-on dispensa cadarço ou velcro. Basta encaixar o pé e pronto. A elasticidade ao redor da abertura permite um ajuste firme sem apertar, facilitando o uso tanto para a criança quanto para os adultos no momento de calçar. Conforto acolchoado A parte interna conta com forro macio e estrutura leve, pensada para os pés delicados dos pequenos. A base firme ajuda a manter o equilíbrio, enquanto a parte superior se molda ao formato do pé com suavidade. Design Versátil O design...","https://www.chinelarialeilaneneves.com.br/tenis-molekinho-2147-113-napa-floter-90448-rustico-neon","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/09/produto/11685/09-tenis-molekinho-2147-113-calce-facil-napa-floather.png?ims=290x290","true","false"
"Tênis Molekinho 2147-138 Baby Slip-on","Molekinho","2384359-40915BABYMARINHO","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","109.90","104.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","40915 BABY/MARINHO","Praticidade O modelo tipo slip-on dispensa qualquer amarração. O cadarço é apenas decorativo e o elástico embutido permite que o pé entre com facilidade, oferecendo segurança sem complicações na hora de usar. Conforto A parte interna conta com acabamento acolchoado, enquanto o material externo tem leve textura perfurada que permite certa respirabilidade. A estrutura abraça bem os pés, proporcionando estabilidade sem apertar. Visual moderno O cabedal azul marinho combina com o solado branco e ...","https://www.chinelarialeilaneneves.com.br/tenis-molekinho-2147-138-neop-masc-40915-baby-marinho","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/09/produto/11676/03-tenis-molekinho-2147-138-baby-slip-on.png?ims=290x290","true","false"
"Tênis Molekinho 2617-100 Slip-on Lycra Neopreme","Molekinho","2384360-16261MULTIMARINHO","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","69.90","66.41","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","16261 MULTI/MARINHO","Ajuste Fácil O modelo slip-on possui abertura com tira de velcro, que facilita o calce mesmo nos pezinhos menores. Além disso, o puxador traseiro ajuda a vestir com mais autonomia no dia a dia. Conforto Feito com lycra macia e forro interno em neoprene, o tênis se ajusta bem aos pés e não aperta. A estrutura tipo “meinha” proporciona conforto imediato e liberdade de movimentos. Estampa divertida Com fundo azul escuro e desenho de cachorrinhos, ossinhos e patinhas, o modelo combina estilo lúdi...","https://www.chinelarialeilaneneves.com.br/sapatilha-molekinho-2617-100-lycra-robo-16261-multi-marinho","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/09/produto/11687/03-tenis-molekinho-2617-100-slip-on-lycra-neopreme.png?ims=290x290","true","false"
"Tênis Molekinho 2617-103 Slip-on","Molekinho","2384365-90823PRETO","Baby Menino","Tênis","Unissex Baby","Baby","Tênis","79.90","75.91","17 | 18 | 19 | 20 | 21 | 22 | 23 | 24 | 25 | 26","90823 PRETO","Conforto prático O cabedal em malha com microfuros oferece leve respirabilidade, ajudando a manter os pés arejados durante o uso prolongado. Uma solução funcional para dias mais ativos, como escola e brincadeiras. Design Moderno O visual minimalista em preto com cadarço branco traz um contraste moderno, enquanto a estrutura em tecido flexível acompanha os movimentos dos pés, proporcionando leveza e liberdade a cada passo. Qualidade O cabedal em malha com microfuros oferece leve respirabilidad...","https://www.chinelarialeilaneneves.com.br/tenis-molekinho-2617-103-sider-masc-90823-preto","https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/09/produto/11686/03-tenis-molekinho-2617-103-slip-on.png?ims=290x290","true","false"
